,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
1084,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:0055129,L-proline biosynthetic process,biologicalProcess
1098,0,0.0,1.0,0.08130689612171,4,1.000000000002485,-,GO:1990778,protein localization to cell periphery,biologicalProcess
850,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0006473,protein acetylation,biologicalProcess
1049,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006289,nucleotide-excision repair,biologicalProcess
1047,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009240,isopentenyl diphosphate biosynthetic process,biologicalProcess
1012,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0042816,vitamin B6 metabolic process,biologicalProcess
1011,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0042819,vitamin B6 biosynthetic process,biologicalProcess
1010,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0000917,division septum assembly,biologicalProcess
1009,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006577,amino-acid betaine metabolic process,biologicalProcess
1008,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0090150,establishment of protein localization to membrane,biologicalProcess
1007,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006268,DNA unwinding involved in DNA replication,biologicalProcess
1006,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006269,"DNA replication, synthesis of RNA primer",biologicalProcess
1005,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0042219,cellular modified amino acid catabolic process,biologicalProcess
1004,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process,biologicalProcess
1003,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009211,pyrimidine deoxyribonucleoside triphosphate metabolic process,biologicalProcess
1002,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0009219,pyrimidine deoxyribonucleotide metabolic process,biologicalProcess
1001,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0035435,phosphate ion transmembrane transport,biologicalProcess
1000,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0019674,NAD metabolic process,biologicalProcess
999,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0019323,pentose catabolic process,biologicalProcess
998,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0046654,tetrahydrofolate biosynthetic process,biologicalProcess
997,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0046656,folic acid biosynthetic process,biologicalProcess
996,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0015939,pantothenate metabolic process,biologicalProcess
995,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0046348,amino sugar catabolic process,biologicalProcess
994,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0043096,purine nucleobase salvage,biologicalProcess
993,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0030641,regulation of cellular pH,biologicalProcess
992,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006661,phosphatidylinositol biosynthetic process,biologicalProcess
991,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006305,DNA alkylation,biologicalProcess
990,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006306,DNA methylation,biologicalProcess
989,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006353,"DNA-templated transcription, termination",biologicalProcess
988,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0016108,tetraterpenoid metabolic process,biologicalProcess
987,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0016109,tetraterpenoid biosynthetic process,biologicalProcess
986,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006048,UDP-N-acetylglucosamine biosynthetic process,biologicalProcess
985,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0016116,carotenoid metabolic process,biologicalProcess
984,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0016117,carotenoid biosynthetic process,biologicalProcess
1013,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006885,regulation of pH,biologicalProcess
1014,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006516,glycoprotein catabolic process,biologicalProcess
1015,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006506,GPI anchor biosynthetic process,biologicalProcess
1016,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006505,GPI anchor metabolic process,biologicalProcess
1046,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0042273,ribosomal large subunit biogenesis,biologicalProcess
1045,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009262,deoxyribonucleotide metabolic process,biologicalProcess
1044,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0044110,growth involved in symbiotic interaction,biologicalProcess
1043,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0044117,growth of symbiont in host,biologicalProcess
1042,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0044119,growth of symbiont in host cell,biologicalProcess
1041,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0072523,purine-containing compound catabolic process,biologicalProcess
1040,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",biologicalProcess
1039,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0035510,DNA dealkylation,biologicalProcess
1038,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:1901068,guanosine-containing compound metabolic process,biologicalProcess
1037,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009396,folic acid-containing compound biosynthetic process,biologicalProcess
1036,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0005977,glycogen metabolic process,biologicalProcess
1035,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0005991,trehalose metabolic process,biologicalProcess
1034,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006730,one-carbon metabolic process,biologicalProcess
1033,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0046490,isopentenyl diphosphate metabolic process,biologicalProcess
1048,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0044403,symbiotic process,biologicalProcess
1032,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0006112,energy reserve metabolic process,biologicalProcess
1030,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009423,chorismate biosynthetic process,biologicalProcess
1029,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009103,lipopolysaccharide biosynthetic process,biologicalProcess
1028,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0042157,lipoprotein metabolic process,biologicalProcess
1027,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0042158,lipoprotein biosynthetic process,biologicalProcess
1026,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0009147,pyrimidine nucleoside triphosphate metabolic process,biologicalProcess
1025,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,biologicalProcess
1024,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0006576,cellular biogenic amine metabolic process,biologicalProcess
1023,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0030258,lipid modification,biologicalProcess
1022,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0046939,nucleotide phosphorylation,biologicalProcess
1021,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0033692,cellular polysaccharide biosynthetic process,biologicalProcess
1020,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0009062,fatty acid catabolic process,biologicalProcess
1019,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0006165,nucleoside diphosphate phosphorylation,biologicalProcess
1018,0,0.0,1.0,0.46751465269983705,23,1.000000000002064,-,GO:0009185,ribonucleoside diphosphate metabolic process,biologicalProcess
1017,0,0.0,1.0,0.101633620152138,5,1.000000000001693,-,GO:0006835,dicarboxylic acid transport,biologicalProcess
1031,0,0.0,1.0,0.18294051627384902,9,1.000000000002482,-,GO:0008653,lipopolysaccharide metabolic process,biologicalProcess
582,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0050993,dimethylallyl diphosphate metabolic process,biologicalProcess
849,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0006144,purine nucleobase metabolic process,biologicalProcess
847,0,0.0,1.0,0.284574136425988,14,0.999999999999518,-,GO:0043543,protein acylation,biologicalProcess
679,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biologicalProcess
678,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0000731,DNA synthesis involved in DNA repair,biologicalProcess
677,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0104004,cellular response to environmental stimulus,biologicalProcess
676,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006030,chitin metabolic process,biologicalProcess
675,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006032,chitin catabolic process,biologicalProcess
674,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006397,mRNA processing,biologicalProcess
673,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0008216,spermidine metabolic process,biologicalProcess
672,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0051651,maintenance of location in cell,biologicalProcess
671,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0045936,negative regulation of phosphate metabolic process,biologicalProcess
670,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006046,N-acetylglucosamine catabolic process,biologicalProcess
669,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0035511,oxidative DNA demethylation,biologicalProcess
668,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0042325,regulation of phosphorylation,biologicalProcess
667,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006054,N-acetylneuraminate metabolic process,biologicalProcess
666,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0018315,molybdenum incorporation into molybdenum-molybdopterin complex,biologicalProcess
665,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0033015,tetrapyrrole catabolic process,biologicalProcess
664,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0089705,protein localization to outer membrane,biologicalProcess
663,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0043446,cellular alkane metabolic process,biologicalProcess
662,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0043448,alkane catabolic process,biologicalProcess
661,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0034471,ncRNA 5'-end processing,biologicalProcess
660,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0051345,positive regulation of hydrolase activity,biologicalProcess
659,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0051346,negative regulation of hydrolase activity,biologicalProcess
658,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0033037,polysaccharide localization,biologicalProcess
657,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0019433,triglyceride catabolic process,biologicalProcess
656,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biologicalProcess
655,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0098719,sodium ion import across plasma membrane,biologicalProcess
654,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0008295,spermidine biosynthetic process,biologicalProcess
653,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0044209,AMP salvage,biologicalProcess
652,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0042040,metal incorporation into metallo-molybdopterin complex,biologicalProcess
651,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0001573,ganglioside metabolic process,biologicalProcess
680,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006014,D-ribose metabolic process,biologicalProcess
650,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0043137,"DNA replication, removal of RNA primer",biologicalProcess
681,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006013,mannose metabolic process,biologicalProcess
683,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015699,antimonite transport,biologicalProcess
712,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046367,allose catabolic process,biologicalProcess
711,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0030655,beta-lactam antibiotic catabolic process,biologicalProcess
710,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:1903805,L-valine import across plasma membrane,biologicalProcess
709,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0080111,DNA demethylation,biologicalProcess
708,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0042906,xanthine transport,biologicalProcess
707,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015976,carbon utilization,biologicalProcess
706,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046391,5-phosphoribose 1-diphosphate metabolic process,biologicalProcess
705,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006303,double-strand break repair via nonhomologous end joining,biologicalProcess
704,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0070084,protein initiator methionine removal,biologicalProcess
703,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006308,DNA catabolic process,biologicalProcess
702,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046051,UTP metabolic process,biologicalProcess
701,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006672,ceramide metabolic process,biologicalProcess
700,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0032889,"regulation of vacuole fusion, non-autophagic",biologicalProcess
699,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0042956,maltodextrin transport,biologicalProcess
698,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006687,glycosphingolipid metabolic process,biologicalProcess
697,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006689,ganglioside catabolic process,biologicalProcess
696,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0032535,regulation of cellular component size,biologicalProcess
695,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046070,dGTP metabolic process,biologicalProcess
694,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:1903510,mucopolysaccharide metabolic process,biologicalProcess
693,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046078,dUMP metabolic process,biologicalProcess
692,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046081,dUTP catabolic process,biologicalProcess
691,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046085,adenosine metabolic process,biologicalProcess
690,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046087,cytidine metabolic process,biologicalProcess
689,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0055070,copper ion homeostasis,biologicalProcess
688,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0009972,cytidine deamination,biologicalProcess
687,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006354,"DNA-templated transcription, elongation",biologicalProcess
686,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015691,cadmium ion transport,biologicalProcess
685,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0051606,detection of stimulus,biologicalProcess
684,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0031119,tRNA pseudouridine synthesis,biologicalProcess
682,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0000726,non-recombinational repair,biologicalProcess
649,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0010563,negative regulation of phosphorus metabolic process,biologicalProcess
648,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046401,lipopolysaccharide core region metabolic process,biologicalProcess
647,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0010565,regulation of cellular ketone metabolic process,biologicalProcess
612,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046149,pigment catabolic process,biologicalProcess
611,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015748,organophosphate ester transport,biologicalProcess
610,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0099587,inorganic ion import across plasma membrane,biologicalProcess
609,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0097052,L-kynurenine metabolic process,biologicalProcess
608,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015750,pentose transmembrane transport,biologicalProcess
607,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0015752,D-ribose transmembrane transport,biologicalProcess
606,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006419,alanyl-tRNA aminoacylation,biologicalProcess
605,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,biologicalProcess
604,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:1903963,arachidonate transport,biologicalProcess
603,0,0.0,1.0,0.040653448060855,2,0.999999999998832,-,GO:0006420,arginyl-tRNA aminoacylation,biologicalProcess
